,Psalm,Verse,hebrew_lemmas,septuagint_lemmas,gallican_psalter_lemmas,hebrew_psalter_lemmas
1781,106,7,אב מצרים לא השכיל נפלאות לא זכר את רב חסד וימרו על ים ים סוף,οἶδα πατέρχομαι εἶμι εἶμι αἰγύπτω οὐδόω συνίημι τῷ θαυμάσιος σύ οὐκέω ἑμνέομαι τις πλῆθος τις ελεός σύ καίω παραπικράσκω αναβαίνω εἶμι τῆ Ἕρχω θαλασση,pater noster in aegyptus non intellego mirabilis tuus non sum memus multitudo misericordia tuus et inritor ascendo in mare mare rub,pater noster in aegyptus non intellego mirabilis tuus non sum recordo multitudo misericordia tuus et ad iracundia provoco super mare in mare rubrum
1782,106,8,הרשיע למען שם הודיע את גבורה,καίω ἵσσω αὐτός ἕνω τις ονοματος αὐτάω τις γνωρίσης τημ δυναστεία αὐτάω,et salvo is propter nomen suus ut nosco facio potentia suus,salvo autem is propter nomen suus ut ostendo fortitudo suus
1783,106,9,נאבק ים סוף החריב הוליך דממה מדבר,καίω ἑποτιμάω τῆ Ἕρχω θαλασση καίω ἐηεράω καίω ὀδηγέω αὐτός εἶμι αἱβέω οἰδα εἶμι αἱρέω,et increpio mare rub et exssicco sum et deduco is in abo sicut in desero,et comminor sum mare rubrum et aro et transduco is per abyssus quasi in desero
1784,106,10,הרשיע יד שונא יגאל יד אויב,καίω ἵσσω αὐτός ἵημι χειρος μισέω καίω ελυτρώννομαι αὐτός ἵημι χειρος εχθρῷς,et salvo is de manus odi et redeo is de manus inimicus,et salvo is de manus odiniscor et redeo is de manus inimicus
1785,106,11,כיסה מים צריף אחד מן לא נותר,καίω καλύπτω οἶδα του θλιβόντης αὐτός ἐίω ἐκ αὐτός οὐχόω υπελειφοί,et operio aqua tribulo is unus ex is non remaneo,et operio aqua hoss is unus de ipse non sumpuis
1786,106,12,האמין דבר זימר תהילה,καίω επιστεύω εἶμι ὁ λογός αὐτάω καίω ἵημι τημ αἰμί αὐτάω,et credo in verbum is et laudo laus is,et credo verbum is cecinio laus is
1787,106,13,מיהר שכח מעשה לא חיכה עצה,εταχυνός ἐπελατίθομαι τίνω ἔργω αὐτάω οὐχόω υπέμεινος τημ βουλή αὐτάω,cito facio obliui sum opus is non sustineo consilium is,cito obliui sum opus ille nec exspecto voluntas is
1788,106,14,התאווה תאווה מדבר ניסה אל בישימון,καίω ἐπιθυμέω επιθυμιάν εἶμι τῆ αἱρέω καίω λειράω τίνω θεός εἶμι ανυδρω,et concupio concupiscentia in desero et tempto deus in inaquosus,et desidero desiderium in desero et tempto deus in solitudo
1789,106,15,החזיר להם שאלה וישלח רזון נפש,καίω εἶδον αὐτός τῷς αἰτέω αὐτός καίω εξαπεστέλλω πλησμονή ἐίω ὁ ψυχή αὐτός,et do is petitio ipse et mitto saturitas in anima is,do ergo is petitio is et mitto tenuitas in anima is
1790,106,16,קינא משה מחנה אהרון קדוש יהוה,καίω παρωργίζω μωύς εἶμι τῆ παραμβολεῖν καίω εὑρίσκω τίνω ἄγιος κύριος,et inritor mos in castr aaron sanctus dominus,et zefero sum mos in castr aaron sanctus dominus
1791,106,17,נפתח ארץ בלבל קורח כיסה על עדה אבירם,ηνοίγνυμι ἠμί γαίνω καίω κατέπειμι δατέομαι καίω καλύπτω ἕπομαι τημ συναγωγή ἀβιράω,aperio sum terra et deglutto dathan et operio super congregatio abiron,aperio sum terra et devoraho dathan et operio synagoga abira
1792,106,18,ותבער אש חיה להבה הצית רשע,καίω εἰκαυθέω πύρω εἶμι τῆ συνάγω αὐτός φλάω καταφλέγω αμάρτωλος,et exarsum ignis in synagoga is flamma conbusco peccator,et succendo sum ignis in synagoga is flamma exsum impius
1793,106,19,נעשה עגל חרב וישתחוו מסכה,καίω εποιέω μἵσχομαι εἶμι χωρή καίω προσκυνέω τίω γλυπτάνω,et facio vitulum in chorina et adoraho sculptilis,facio vitulum in horeb et adoraho conflatilis
1794,106,20,המיר את כבוד תבנית שור אכל עשב,καίω ὁλλάζω τημ δοκέω αὐτός εἶμι ομοιώμας μέχομαι ἕθομαι χορτός,et mutavo gloria suus in similitudo vitulum comedo faenum,et mutavo gloria suus in similitudo bov comedo faenum
1795,106,21,שכח אל מושיע עשה גדלות מצרים,ἐπελατίθομαι τις θέω τις σώζω αὐτός τις ποιέω μεγαλαίνω εἶμι αἰγύπτω,obliui sum deus qui salvo is qui facio magnalia in aegyptus,obliui sum deus salvator sui qui facio magnalia in aegyptus
1796,106,22,נפלא ארץ חם נורא על ים סוף,θαυμάζω εἶμι γαίνω χάω φοβερός ἕπομαι θάλασσα Ἕρυθρος,mirabilis in terra cha terribilis in mare rubrum,mirabilis in terra ham terribilis super mare rub
1797,106,23,הגיד השמיד לול משה בחיר עמד פרץ לפני השיב חמה השחית,καίω εἶπον τις ἐξολεθρεύω αὐτός εἶμι μή μωύς ὁ εκλεκτος αὐτάω ἵστημι εἶμι τῆ θραύω ενωπιός αὐτάω τις αἰποστρέφω τημ οργή αὐτάω τις μή ἐξολεθρεύω,et dico ut disperdo is si non moses elego is stetio in confractio in conspectus is ut averto ira is ne disperdo is,dico ergo ut contereo is nisi moses elego is stetio medius contra facies ille ut converto indignatio is et non interficio
1798,106,24,וימאסו ארץ חמדה לא האמין דבר,καίω εἰουδείνω γαίνω επιθυμητής οὐκέω επιστεύω τίω λογέω αὐτάω,et pro nihil habeo terra desiderabilis non credo verbum is,et dispihio terra desiderabilis nec credo sermon is
1799,106,25,וירגנו אוהל לא שמע קול יהוה,καίω ἑγογγύω εἶμι ὁ σκηνωμαί αὐτός οὐκέω εισακούω ὁ φωνή κύριος,et murmuro in tabernaculum suus non exaudio vocus dominus,et murmuro in tabernaculum suus non audio vocus dominus
1800,106,26,הרים יד להם הפיל את מדבר,καίω πηρίημι τημ χείρ αὐτάω αὐτός τις καταβάλλω αὐτός εἶμι τῆ αἱρέω,et elevo manus suus super is ut prosterno is in desero,et levo manus suus super is ut deiceo is in desero
1801,106,27,הפיל זרע גוי שהייה ארץ,καίω τις καταβάλλω τῷς σπέρμω αὐτός εἶμι ὁ εἶμι καίω διασκορπίζω αὐτός εἶμι ὁ χωρή,et ut deiceo semen is in natio et dispergo is in regio,et ut deiceo semen is in gens et dispergo is in terra
1802,106,28,נצמד בעל פעור נאכל זבח מת,καίω τελέω τίω βεἴλω καίω ἐφάγω θυσία νέκρος,et initio sum beelphegor et comedo sacrificium morior,et consecro sum beelphegor et comedo victima morior
1803,106,29,הכעיס מעלל התפרץ בם מגפה,καίω παρωξυνός αυτον εἶμι ὁ επιτηδεύμαι αὐτός καίω επληθύω εἶμι αὐτός ἠμί πτωσις,et inritor is in adinventio suus et multiplico sum in is ruina,et concito is in studium suus et percudo is plaga
1804,106,30,העמיד פינחס חולל נעצר מגפה,καίω ἵστημι φινάω καίω ἐιλαμβάνω καίω φοπάζω ἠμί θραυσις,et sisto finis et placeho et cesso quassatio,sisto autem finis et deiudico et sum retendo percussio
1805,106,31,ותחשב לו צדקה דר דר עד עולם,καίω ἑλογίγνομαι αὐτάω ἐίω δικαιόσυνος ἐίω γενεά καίω γενεά ἐάω τις αιών,et reputo sum is in iustitia in generatio et generatio usque in sempiternus,et reputo sum is in iustitia in generatio et generatio usque in aeternus
1806,106,32,ויקציפו על מים מריבה וירע משה עבור,καίω παρωργίζω αυτον εἶπον υδατος αντιλογιαί καίω εἰκακόομαι μωύς δίω αὐτός,et inritor ad aqua contradictio et vexo sum moses propter is,et provoco super aqua contradictio et adflinguo sum moses propter is
1807,106,33,כי המרו את רוח ביטא שפה,οἴομαι παραπικράσκω τῷς πνέμω αὐτάω καίω διαστέλλω εἶμι ὁ χεῖλος αὐτάω,quia exacerbavo spiritus is et distinguo in labium suus,quia provoco spiritus is et praecipio labium suus
1808,106,34,לא השמיד את עם אשר אמר יהוה להם,οὐκέω εἰωλεθρεύω τῷ ἵημι α εἶπον κυριος αὐτός,non disperdio gens qui dico dominus ille,non extermino populus qui dico dominus is
1809,106,35,התערב גוי לימד מעש,καίω εμιγέω εἶμι ὁ εἶμι καίω μανθάνω τῷ ἔργω αὐτός,et commisceo sum inter gens et dido opus is,et commisceo sum gens et dido opus is
1810,106,36,שעבד את עצב נהיה לו מוקש,καίω εδουλεύω ὁ γλυπτοις αὐτός καίω ἑγίγνομαι αὐτός ἐίω σκανδαλός,et serdio sculptilis is et facio sum ille in scandalum,et serdio sculptilis is et facio sum is in scandalum
1811,106,37,ויזבחו את בן את בת שד,καίω οἶθα του υἱός αὐτός καίω ὁ θυγάτηρ αὐτός ὁ δαιμόνιος,et immolo filius suus et filia suus daemonium,et immolo filius suus et filia suus daemon
1812,106,38,נשפך דם נקי דם בן בת אשר זבח עצב כנען ותחנף ארץ דם,καίω εξω αίμαι αθών αίμαι υεός αὐτός καίω θυγάτηρ οἴομαι οἶθα ὁ γλυπτοις χαίνω καίω εἰφοκτονέω ἠμί γαίνω εἶμι ὁ αἱρέω,et effundo sanguis innocens sanguis filius suus et filia suus qui sacrifico sculptilis chanaa et interfacio sum terra in sanguis,et effundo sanguis innocens sanguis filius suus et filia suus qui immolo sculptilis chanaa et polluo sum terra sanguis
1813,106,39,ויטמאו מעש ויזנו מעלל,καίω εμαίνω εἶμι ὁ ἔργω αὐτός καίω επορνέω εἶμι ὁ επιτηδεύμαι αὐτός,et contamino sum in opus is et fornico sum in adinventio suus,et coinquino sum in opus suus et fornico sum in studium suus
1814,106,40,חרה אף יהוה עם ויתעב את נחלה,καίω ωργίζω θυμόω κυριος ἕπομαι τίνω λαός αὐτάω καίω εβδέχομαι τημ κληρονομιά αὐτάω,et irascor sum furor dominus in populus suus et abominor sum hereditas suus,irascor sum itaque furor dominus in populus suus et abominor sum hereditas suus
1815,106,41,נתן יד גוי וימשלו בהם רע,καίω παραδίδωμι αὐτός ἐίω χείρ εἶμι καίω εκυριόω αὐτός οἶδα μισέω αὐτός,et trado is in manus gens et dominor sum is qui oderor is,et do is in manus gens et dominor sum is qui oderor is
1816,106,42,וילחצום אויב נכנע תחת יד,καίω εθλίπτω αὐτός οἶδα εχθρός αὐτός καίω εταπεινόω ἄπειμι ὁ χείρ αὐτός,et tribulo is inimicus is et humilio sum sub manus is,et adfligo is inimicus sui et humilio sum sub manus is
1817,106,43,פעם רב הציל הוא ימרו עצה ייחל עוון,πλεονακις ἐρύω αὐτός αὐτός δέω παραπικράσκω αυτον εἶμι τῆ βούλομαι αὐτός καίω εταπεινόω εἶμι ὁ ανομιά αὐτός,saepe libero is ipse autem exacerbavo is in consilium suus et humilio sum in iniquitas suus,multus vicus libero is ipse vero provoco in consilium suus et humilio sum propter iniquitas suus
1818,106,44,ירא צר להם שמע את רנתם,καίω εἶδον εἶμι τίω θλίβω αὐτός εἶμι τίω αυτον εισακούω ὁ δεόσις αὐτός,et vido cum tribulo et audio oratio is,et vido tribulatio is cum audio is rogo
1819,106,45,זכר להם ברית ניחם רוב חסד,καίω εμνάομαι ὁ διαθηκή αὐτάω καίω μεταμέλω κάθημαι τῷς πληθος τις ελεός αὐτάω,et memor sum testamentum sui et paenituo is secundum multitudo misericordia suus,et recordo sum pactus sui cum is et paenituo is secundum multitudo misericordia suus
1820,106,46,ויתן את רחמים לפני כל שובה,καίω εἶδον αὐτός ἐίω οικτίρμοι εναντιος πᾶς τίνω αιχμαλωτίζομαι αὐτός,et do is in misericordia in conspectus omnis qui cepero is,et do is miserabilis coram omnis qui cepero is
