Hebrew Trans,Septuagint Trans,Gallican Psalter Trans,Hebrew Psalter Trans
Flash forth lightning and scatter them; send out your arrows and confound them.,Flash forth lightning and you shall scatter them; send out your arrows and you shall throw them into confusion.,Flash forth lightning and you shall scatter them; send out your arrows and you shall throw them into confusion.,Flash forth lightning and scatter them; send out your arrows and destroy them.
"Stretch out your hands from on high; rescue me and deliver me from great waters, from the hand of foreigners,","Send forth your hand from on high; rescue me and deliver me from many waters, from the hand of the sons of strangers,","Send forth your hand from on high; rescue me and deliver me from many waters, from the hand of the sons of strangers,","Stretch forth your hand from on high; deliver me and rescue me from many waters, from the hand of the sons of strangers,"
"whose mouths speak falsehood, and whose right hand is a right hand of deceit.","whose mouth has spoken vanity, and whose right hand is a right hand of unrighteousness.","whose mouth has spoken vanity, and whose right hand is a right hand of iniquity.","whose mouth has spoken vanity, and whose right hand is a right hand of falsehood."
"O God, I will sing a new song to you; on a ten-stringed harp I will sing praises to you,","O God, I will sing a new song to you; on a ten-stringed psaltery I will play to you,","O God, I will sing a new song to you; on a psaltery of ten strings I will sing praises to you,","O God, I will sing a new song to you; on a psaltery of ten strings I will sing praises to you,"
"who gives salvation to kings, who rescues David his servant from the evil sword.","who gives salvation to kings, who redeems David his servant from the evil sword.","who gives salvation to kings, who redeems David his servant from the malignant sword.","who gives salvation to kings, who rescued David his servant from the grievous sword."
"Rescue me and deliver me from the hand of foreigners, whose mouths speak falsehood, and whose right hand is a right hand of deceit.","Rescue me and deliver me from the hand of the sons of strangers, whose mouth has spoken vanity, and whose right hand is a right hand of unrighteousness;","Rescue me and deliver me from the hand of the sons of foreigners, whose mouth has spoken vanity, and whose right hand is a right hand of iniquity;","Deliver me and rescue me from the hand of the sons of strangers, whose mouth has spoken vanity, and whose right hand is a right hand of falsehood;"
"May our sons be like plants grown tall in their youth; our daughters like corner pillars, carved in the fashion of a palace.","whose sons are like young plants, established in their youth; whose daughters are adorned, decorated like the likeness of a temple;","whose sons are like new plants in their youth; whose daughters are adorned, decorated round about, as the likeness of a temple;",that our sons may be as a growing plantation in their youth; that our daughters may be as corners adorned after the likeness of a temple;
"May our granaries be full, supplying every kind of produce; may our flocks be thousands and ten thousands in our fields.","their storehouses are full, overflowing from this to that; their sheep are prolific, multiplying in their pastures;","whose storehouses are full, overflowing from this to that; whose sheep are fruitful, abounding in their goings forth;","that our storehouses may be full, overflowing from this into that; that our flocks may be in thousands and innumerable in our open places;"
"May our oxen be heavily laden; may there be no breach, no going forth, and no outcry in our streets.","their oxen are fat; there is no breach of wall, nor passage through, nor outcry in their streets.","whose oxen are fat; there is no ruin of the wall, nor passage through, nor outcry in their streets.","that our oxen may be fat; that there be no breach, and no going out, and no cry of anguish in our streets."
Happy is the people for whom it is so; happy is the people whose God is the LORD.,They called blessed the people for whom these things are so; blessed is the people whose God is the Lord.,They have called the people blessed to whom these things belong; blessed is the people whose Lord is its God.,Blessed is the people whose lot is such; blessed is the people whose Lord is their God.
"A praise of David. I will exalt you, my God, the King, and I will bless your name forever and ever.","A praise of David. I will exalt you, my God, my King, and I will bless your name forever and to the age of ages.","A praise of David. I will exalt you, my God and King, and I will bless your name forever and ever.","A hymn of David. I will exalt you, my God, my king, and I will bless your name forever and beyond."
